!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:07:18 2026

BEGIN CH1_DATA
DCV(V), -5.838e-005, DCI(A), +2.609e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+5.48922459050e+007, +4.18764355149e+002, -7.87921044724e+001, -1.19101200448e-006, +8.13950300085e+001
+5.52949523950e+007, +4.09250989068e+002, -7.91043733497e+001, -1.15670867041e-006, +7.73568225552e+001
+5.57006132630e+007, +4.00177769685e+002, -7.93956392538e+001, -1.12391089431e-006, +7.36431785445e+001
+5.61092501850e+007, +3.91465843452e+002, -7.96774401449e+001, -1.09242790825e-006, +7.01466078358e+001
+5.65208849940e+007, +3.83130317907e+002, -7.99514748946e+001, -1.06229256320e-006, +6.68494098313e+001
+5.69355396830e+007, +3.75102700710e+002, -8.02207003157e+001, -1.03330847932e-006, +6.37124958326e+001
+5.73532364070e+007, +3.67362970422e+002, -8.04969902483e+001, -1.00544068410e-006, +6.06514116161e+001
+5.77739974830e+007, +3.59911764608e+002, -8.07812195330e+001, -9.78673397364e-007, +5.76595719657e+001
+5.81978453930e+007, +3.52758742451e+002, -8.10421870836e+001, -9.52931019749e-007, +5.49270705272e+001
+5.86248027820e+007, +3.45878654226e+002, -8.12859488649e+001, -9.28154285444e-007, +5.24017341761e+001
+5.90548924620e+007, +3.40717100204e+002, -8.13181644205e+001, -9.07722736231e-007, +5.14303711363e+001
+5.94881374140e+007, +3.34331522114e+002, -8.15259145823e+001, -8.84707389162e-007, +4.92677849339e+001
+5.99245607840e+007, +3.28167905491e+002, -8.17047161241e+001, -8.62469425077e-007, +4.73463427756e+001
+6.03641858910e+007, +3.22227685342e+002, -8.18762347045e+001, -8.41053325981e-007, +4.55345949919e+001
+6.08070362240e+007, +3.16499302423e+002, -8.20424092527e+001, -8.20421219609e-007, +4.38161903934e+001
+6.12531354440e+007, +3.10974736983e+002, -8.21999803452e+001, -8.00534458118e-007, +4.22042201321e+001
+6.17025073850e+007, +3.05627201371e+002, -8.23519885806e+001, -7.81319589695e-007, +4.06749890330e+001
+6.21551760580e+007, +3.00493554082e+002, -8.24993230269e+001, -7.62861823368e-007, +3.92257994779e+001
+6.26111656490e+007, +2.95541199220e+002, -8.26408402360e+001, -7.45064980097e-007, +3.78554892161e+001
+6.30705005200e+007, +2.90716279082e+002, -8.27774490688e+001, -7.27785607111e-007, +3.65499286654e+001
+6.35332052140e+007, +2.86016164869e+002, -8.29066866696e+001, -7.11005931937e-007, +3.53188967187e+001
+6.39993044520e+007, +2.81446875677e+002, -8.30330131759e+001, -6.94740586959e-007, +3.41387825360e+001
+6.44688231390e+007, +2.76957976240e+002, -8.31520367281e+001, -6.78851721562e-007, +3.30231272377e+001
+6.49417863590e+007, +2.72583288677e+002, -8.32693614276e+001, -6.63424735808e-007, +3.19472554644e+001
+6.54182193850e+007, +2.68327701117e+002, -8.33781614561e+001, -6.48455214494e-007, +3.09424156357e+001
+6.58981476700e+007, +2.64210390125e+002, -8.34844863638e+001, -6.33990403002e-007, +2.99805429852e+001
+6.63815968570e+007, +2.60216765445e+002, -8.35839310207e+001, -6.19981889921e-007, +2.90786085389e+001
+6.68685927780e+007, +2.56344443071e+002, -8.36778009655e+001, -6.06418679629e-007, +2.82284986440e+001
+6.73591614510e+007, +2.52601204467e+002, -8.37700975031e+001, -5.93316644557e-007, +2.74118243398e+001
+6.78533290870e+007, +2.48947016475e+002, -8.38564715915e+001, -5.80569908932e-007, +2.66421735541e+001
+6.83511220900e+007, +2.45399991458e+002, -8.39386007389e+001, -5.68216980339e-007, +2.59128039661e+001
+6.88525670560e+007, +2.41932166870e+002, -8.40147374830e+001, -5.56185529503e-007, +2.52269084684e+001
+6.93576907780e+007, +2.38541070578e+002, -8.40862487255e+001, -5.44466588781e-007, +2.45771888500e+001
+6.98665202440e+007, +2.35234392158e+002, -8.41424668689e+001, -5.33062740332e-007, +2.40069042620e+001
+7.03790826390e+007, +2.32011441779e+002, -8.41928627024e+001, -5.21977092521e-007, +2.34749705859e+001
+7.08954053510e+007, +2.28858011423e+002, -8.42464113759e+001, -5.11181068269e-007, +2.29431025159e+001
+7.14155159660e+007, +2.25772895205e+002, -8.43073330656e+001, -5.00670767424e-007, +2.23949543394e+001
+7.19394422740e+007, +2.22756896395e+002, -8.43672577751e+001, -4.90435774161e-007, +2.18639493732e+001
+7.24672122670e+007, +2.19805850770e+002, -8.44415439469e+001, -4.80475126778e-007, +2.12906707868e+001
+7.29988541430e+007, +2.16929177795e+002, -8.45297203924e+001, -4.70803485288e-007, +2.06797303195e+001
+7.35343963090e+007, +2.14092229621e+002, -8.46055679454e+001, -4.61320536897e-007, +2.01271455990e+001
+7.40738673780e+007, +2.11312183714e+002, -8.46751449189e+001, -4.52065548666e-007, +1.96103046566e+001
+7.46172961730e+007, +2.08579464740e+002, -8.47355760347e+001, -4.43012910946e-007, +1.91376467396e+001
+7.51647117300e+007, +2.05903412626e+002, -8.47859772479e+001, -4.34179108514e-007, +1.87117430580e+001
+7.57161432970e+007, +2.03239669753e+002, -8.48097937730e+001, -4.25457129944e-007, +1.83855378919e+001
+7.62716203360e+007, +2.00636198417e+002, -8.48382283655e+001, -4.16966967741e-007, +1.80508566001e+001
+7.68311725270e+007, +1.98093720031e+002, -8.48648081472e+001, -4.08701971963e-007, +1.77305888124e+001
+7.73948297650e+007, +1.95601441359e+002, -8.48933624226e+001, -4.00638779382e-007, +1.74104227234e+001
+7.79626221680e+007, +1.93162639637e+002, -8.49236926961e+001, -3.92780627926e-007, +1.70914960323e+001
+7.85345800700e+007, +1.90797884836e+002, -8.49630764585e+001, -3.85169962080e-007, +1.67516173038e+001
+7.91107340330e+007, +1.88467588176e+002, -8.50051736825e+001, -3.77719186420e-007, +1.64090791164e+001
+7.96911148400e+007, +1.86176844886e+002, -8.50448600490e+001, -3.70433057507e-007, +1.60811627364e+001
+8.02757534990e+007, +1.83931325695e+002, -8.50780248928e+001, -3.63318075175e-007, +1.57811335805e+001
+8.08646812490e+007, +1.81715985492e+002, -8.51083118403e+001, -3.56344169946e-007, +1.54953551925e+001
+8.14579295550e+007, +1.79542913531e+002, -8.51381400200e+001, -3.49534135195e-007, +1.52169205135e+001
+8.20555301130e+007, +1.77392792469e+002, -8.51641631449e+001, -3.42846359010e-007, +1.49544083220e+001
+8.26575148550e+007, +1.75283404716e+002, -8.51876312484e+001, -3.36313961171e-007, +1.47050436104e+001
+8.32639159420e+007, +1.73211735587e+002, -8.52099419334e+001, -3.29929482085e-007, +1.44640340560e+001
+8.38747657750e+007, +1.71171452817e+002, -8.52302082366e+001, -3.23678241293e-007, +1.42333252640e+001
+8.44900969920e+007, +1.69168140042e+002, -8.52485168132e+001, -3.17568788638e-007, +1.40128745699e+001
+8.51099424680e+007, +1.67202233454e+002, -8.52653282235e+001, -3.11599962765e-007, +1.38011391050e+001
+8.57343353230e+007, +1.65265161091e+002, -8.52805764767e+001, -3.05753687199e-007, +1.35974172790e+001
+8.63633089160e+007, +1.63357902701e+002, -8.52971594823e+001, -3.00031194668e-007, +1.33933743656e+001
+8.69968968550e+007, +1.61474268300e+002, -8.53119310252e+001, -2.94417957588e-007, +1.31974488040e+001
+8.76351329900e+007, +1.59613861461e+002, -8.53251647632e+001, -2.88911813777e-007, +1.30086525565e+001
+8.82780514230e+007, +1.57781814608e+002, -8.53400336347e+001, -2.83521733757e-007, +1.28185290323e+001
+8.89256865050e+007, +1.55973487932e+002, -8.53545233126e+001, -2.78236847327e-007, +1.26323021850e+001
+8.95780728380e+007, +1.54187299946e+002, -8.53701317026e+001, -2.73053389515e-007, +1.24457728698e+001
+9.02352452780e+007, +1.52429830838e+002, -8.53824879476e+001, -2.67979777740e-007, +1.22711469346e+001
+9.08972389390e+007, +1.50691576841e+002, -8.53956042068e+001, -2.62999281638e-007, +1.20968263107e+001
+9.15640891900e+007, +1.48975540562e+002, -8.54101201960e+001, -2.58115992569e-007, +1.19214490175e+001
+9.22358316610e+007, +1.47269543183e+002, -8.54265748795e+001, -2.53307699126e-007, +1.17427712713e+001
+9.29125022420e+007, +1.45592268696e+002, -8.54416749662e+001, -2.48604173961e-007, +1.15707825983e+001
+9.35941370880e+007, +1.43941066145e+002, -8.54539502661e+001, -2.43998826380e-007, +1.14088138378e+001
+9.42807726170e+007, +1.42310902493e+002, -8.54644637098e+001, -2.39482087840e-007, +1.12535752952e+001
+9.49724455180e+007, +1.40701559319e+002, -8.54719518473e+001, -2.35051909626e-007, +1.11079814604e+001
+9.56691927440e+007, +1.39142622977e+002, -8.54781893184e+001, -2.30756696350e-007, +1.09698074763e+001
+9.63710515240e+007, +1.37593921559e+002, -8.54829228304e+001, -2.26527912614e-007, +1.08363780206e+001
+9.70780593570e+007, +1.36061988057e+002, -8.54835913619e+001, -2.22374609687e-007, +1.07141460679e+001
+9.77902540170e+007, +1.34534598325e+002, -8.54856156786e+001, -2.18277563004e-007, +1.05891338953e+001
+9.85076735580e+007, +1.33014735708e+002, -8.54854013484e+001, -2.14239846890e-007, +1.04700024951e+001
+9.92303563110e+007, +1.31478431933e+002, -8.54791926934e+001, -2.10221341235e-007, +1.03632781899e+001
+9.99583408880e+007, +1.29957653703e+002, -8.54712921606e+001, -2.06274204643e-007, +1.02612727865e+001
+1.00691666184e+008, +1.28459879002e+002, -8.54667127023e+001, -2.02410635747e-007, +1.01532458880e+001
+1.01430371382e+008, +1.26980215175e+002, -8.54619368217e+001, -1.98620704966e-007, +1.00468470956e+001
+1.02174495950e+008, +1.25520042262e+002, -8.54586143159e+001, -1.94905928450e-007, +9.93857213551e+000
+1.02924079645e+008, +1.24084215701e+002, -8.54608004749e+001, -1.91273735717e-007, +9.82016492793e+000
+1.03679162518e+008, +1.22670747754e+002, -8.54659866035e+001, -1.87719091365e-007, +9.69723272111e+000
+1.04439784913e+008, +1.21264687230e+002, -8.54693626610e+001, -1.84216837337e-007, +9.57895940064e+000
+1.05205987469e+008, +1.19876191406e+002, -8.54720484274e+001, -1.80781935570e-007, +9.46367741442e+000
+1.05977811123e+008, +1.18494221705e+002, -8.54729255222e+001, -1.77396605928e-007, +9.35276895083e+000
+1.06755297115e+008, +1.17128368475e+002, -8.54670387322e+001, -1.74073316578e-007, +9.25695855238e+000
+1.07538486984e+008, +1.15782565261e+002, -8.54656006612e+001, -1.70819688247e-007, +9.15349317826e+000
+1.08327422577e+008, +1.14441901715e+002, -8.54587063449e+001, -1.67610486870e-007, +9.06123097686e+000
+1.09122146044e+008, +1.13098510818e+002, -8.54443151530e+001, -1.64433326219e-007, +8.98318246078e+000
+1.09922699849e+008, +1.11759702416e+002, -8.54234694981e+001, -1.61298780875e-007, +8.91737561516e+000
+1.10729126764e+008, +1.10429394376e+002, -8.53995316698e+001, -1.58212753227e-007, +8.85721837469e+000
+1.11541469877e+008, +1.09083605898e+002, -8.53564996791e+001, -1.55137013134e-007, +8.83093742859e+000
+1.12359772589e+008, +1.07747148299e+002, -8.53076079791e+001, -1.52109723495e-007, +8.81438154433e+000
+1.13184078623e+008, +1.06427672310e+002, -8.52599191218e+001, -1.49142509336e-007, +8.79472302126e+000
+1.14014432022e+008, +1.05122906381e+002, -8.52125486824e+001, -1.46231128226e-007, +8.77351504681e+000
+1.14850877149e+008, +1.03829091538e+002, -8.51673474331e+001, -1.43369973834e-007, +8.74715717710e+000
+1.15693458697e+008, +1.02550048990e+002, -8.51212296901e+001, -1.40562942351e-007, +8.72165025837e+000
+1.16542221683e+008, +1.01285184723e+002, -8.50741102967e+001, -1.37808425117e-007, +8.69706747036e+000
+1.17397211457e+008, +1.00025243360e+002, -8.50275937109e+001, -1.35093496174e-007, +8.66978441132e+000
+1.18258473700e+008, +9.87747714592e+001, -8.49807289090e+001, -1.32423577751e-007, +8.64188396343e+000
+1.19126054430e+008, +9.75359284275e+001, -8.49334110161e+001, -1.29800919196e-007, +8.61373513137e+000
+1.20000000000e+008, +9.63037155672e+001, -8.48825212251e+001, -1.27217638178e-007, +8.59011299470e+000
END
